,Y_validation,date,lpred
975,23.96,2016-08-22,23.86130086798878
976,52.03,2016-08-23,51.90519071035817
977,58.1,2016-08-24,58.5050355229374
978,77.56,2016-08-25,78.49077612397716
979,69.78,2016-08-26,68.95297958119451
980,29.81,2016-08-29,29.698234894232957
981,56.73,2016-08-30,56.551830323627456
982,27.36,2016-08-31,27.25185090787389
983,94.17,2016-09-01,94.12870367158993
984,69.87,2016-09-02,70.63294184139346
985,24.65,2016-09-06,24.631240791629445
986,31.94,2016-09-07,32.48178675618665
987,44.87,2016-09-08,44.7766259753777
988,31.075,2016-09-09,30.96893318942373
989,30.13,2016-09-12,29.897034685414646
990,73.98,2016-09-13,74.08304305620116
991,47.02,2016-09-14,47.10945300621209
992,113.62,2016-09-15,112.25880871479758
993,71.95,2016-09-16,71.7479498064724
994,93.25,2016-09-19,93.16776527966354
995,70.94,2016-09-20,72.25475909903105
996,28.52,2016-09-21,28.91742772889493
997,81.75,2016-09-22,81.42025402440512
998,37.59,2016-09-23,37.482887099907686
999,46.7,2016-09-26,46.716828235288034
1000,30.97,2016-09-27,30.870007248939338
1001,47.98,2016-09-28,46.92324485245581
1002,54.85,2016-09-29,54.542381311923975
1003,25.07,2016-09-30,25.15737006550676
1004,96.11,2016-10-03,96.1567366766117
1005,27.75,2016-10-04,27.9752858617423
1006,25.61,2016-10-05,25.791913047013637
1007,29.44,2016-10-06,29.134735421044088
1008,27.2,2016-10-07,27.193301727907386
1009,26.81,2016-10-10,26.894745239673835
1010,33.49,2016-10-11,33.33815908499768
1011,93.87,2016-10-12,93.93117435161679
1012,106.87,2016-10-13,107.10829475725033
1013,112.25,2016-10-14,113.47907992053564
1014,56.03,2016-10-17,55.61042003698306
1015,92.25,2016-10-18,92.35603979190157
1016,48.01,2016-10-19,47.903896443814084
1017,26.11,2016-10-20,26.023973617225888
1018,37.61,2016-10-21,37.771599173930056
1019,70.5,2016-10-24,68.72355705194335
1020,70.27,2016-10-25,70.39903385630481
1021,46.24,2016-10-26,46.34093418894582
1022,108.5,2016-10-27,108.71009148748153
1023,77.91,2016-10-28,77.76689978081879
1024,57.6,2016-10-31,57.56657113753357
1025,28.03,2016-11-01,28.04092954425324
1026,45.02,2016-11-02,45.244172243054265
1027,48.62,2016-11-03,49.46310118505952
1028,54.42,2016-11-04,54.91748941653069
1029,53.02,2016-11-07,53.6491977381085
1030,28.505,2016-11-08,28.594530127116727
1031,112.56,2016-11-09,112.06598189040561
1032,30.82,2016-11-10,30.81793749377862
1033,24.57,2016-11-11,24.42028071511765
1034,28.01,2016-11-14,28.015820250708128
1035,112.75,2016-11-15,112.0910417602896
1036,28.78,2016-11-16,28.891191563631295
1037,24.78,2016-11-17,24.83807414645864
1038,26.46,2016-11-18,26.111532064095705
1039,68.81,2016-11-21,68.93169330258526
1040,26.44,2016-11-22,26.56346556381436
1041,86.94,2016-11-23,86.96744330440399
1042,55.82,2016-11-25,55.67301143694309
1043,41.68,2016-11-28,41.72523283823564
1044,56.44,2016-11-29,57.55110075228125
1045,46.1,2016-11-30,46.17337367917999
1046,29.41,2016-12-01,29.266850584964555
1047,29.63,2016-12-02,29.642262893622316
1048,106.0,2016-12-05,108.39883690997577
1049,59.43,2016-12-06,59.52673120516735
1050,36.76,2016-12-07,36.574809461132375
1051,37.47,2016-12-08,37.39243363224219
1052,69.37,2016-12-09,69.44755805883761
1053,43.65,2016-12-12,44.171699276390584
1054,111.06,2016-12-13,112.47864441540385
1055,62.58,2016-12-14,62.33062152685071
1056,29.15,2016-12-15,29.05025703938707
1057,23.52,2016-12-16,23.773966261629653
1058,46.89,2016-12-19,47.05073125889111
1059,29.92,2016-12-20,29.870330407074576
1060,90.31,2016-12-21,89.61381816515664
1061,24.19,2016-12-22,23.99410534018685
1062,24.26,2016-12-23,24.07004439868331
1063,30.63,2016-12-27,30.62691005598022
1064,30.7,2016-12-28,30.4234772525087
1065,25.42,2016-12-29,25.148638437523616
1066,31.1,2016-12-30,31.2015189312136
1067,74.19,2017-01-03,74.0409138900398
1068,102.05,2017-01-04,102.29361287545665
1069,57.66,2017-01-05,57.76682292802715
1070,50.48,2017-01-06,50.91108240975027
1071,26.82,2017-01-09,26.95824311303255
1072,25.86,2017-01-10,25.967220864325743
1073,25.68,2017-01-11,25.45720589805851
1074,28.87,2017-01-12,29.114177368606768
1075,27.28,2017-01-13,27.3350847966946
1076,63.2,2017-01-17,63.78371986296346
1077,72.69,2017-01-18,72.36049993628646
1078,45.16,2017-01-19,45.6407595198821
1079,47.29,2017-01-20,47.656767009950094
1080,26.93,2017-01-23,27.037446570085073
1081,29.52,2017-01-24,29.525619917715876
1082,25.53,2017-01-25,25.504624739009447
1083,107.64,2017-01-26,108.07717776967401
1084,32.77,2017-01-27,33.063521436498135
1085,29.29,2017-01-30,29.187722974343327
1086,111.7,2017-01-31,111.71604053438234
1087,25.55,2017-02-01,25.344016125163332
1088,30.19,2017-02-02,30.259064118917582
1089,26.86,2017-02-03,26.779017515879826
1090,26.86,2017-02-06,26.895970328698855
1091,29.24,2017-02-07,29.566982535836996
1092,127.0,2017-02-08,127.8633786435585
1093,28.44,2017-02-09,28.531779283485772
1094,18.0,2017-02-10,18.01634037794731
1095,30.69,2017-02-13,30.6606507642955
1096,27.44,2017-02-14,27.60107930000148
1097,74.25,2017-02-15,74.19023698165662
1098,46.44,2017-02-16,46.791723253316476
1099,107.28,2017-02-17,106.50437598888664
1100,57.31,2017-02-21,57.336011676894884
1101,60.22,2017-02-22,60.34302496650726
1102,84.5,2017-02-23,84.24869652011155
1103,27.51,2017-02-24,27.51926469109368
1104,47.81,2017-02-27,48.186556363351635
1105,26.91,2017-02-28,26.998715855322395
1106,64.25,2017-03-01,64.80235198103222
1107,90.81,2017-03-02,92.7847552959366
1108,26.74,2017-03-03,26.77706115119428
1109,99.62,2017-03-06,98.4453355775812
1110,22.04,2017-03-07,22.215283401078064
1111,80.31,2017-03-08,79.6608622123558
1112,36.03,2017-03-09,36.141281823309214
1113,68.68,2017-03-10,68.52453354841529
1114,25.22,2017-03-13,25.44008262708931
1115,34.76,2017-03-14,34.75652320961684
1116,71.34,2017-03-15,71.55869819167546
1117,30.4501,2017-03-16,30.408629094889854
1118,30.0,2017-03-17,29.92197900600183
1119,117.44,2017-03-20,118.62421978000863
1120,49.58,2017-03-21,49.720724445799284
1121,28.46,2017-03-22,28.67056317978577
1122,81.0,2017-03-23,81.10870598366493
1123,24.67,2017-03-24,24.86466259346661
1124,20.12,2017-03-27,20.00489638511253
1125,47.08,2017-03-28,46.80256485816875
1126,27.24,2017-03-29,27.214683984742777
1127,24.99,2017-03-30,25.035393005067505
1128,60.23,2017-03-31,60.79337178445455
1129,27.64,2017-04-03,27.767307603684586
1130,29.27,2017-04-04,29.153931359945286
1131,71.25,2017-04-05,71.70563569392849
1132,26.36,2017-04-06,26.36901157462267
1133,24.16,2017-04-07,24.120742507844383
1134,28.91,2017-04-10,28.491519091779058
1135,29.86,2017-04-11,29.94539180747653
1136,94.62,2017-04-12,94.46006309704198
1137,61.12,2017-04-13,61.11212115677106
1138,32.39,2017-04-17,32.35836853582941
1139,25.99,2017-04-18,26.040774736393953
1140,66.62,2017-04-19,66.11011163009148
1141,33.28,2017-04-20,33.00067467669258
1142,41.98,2017-04-21,41.9892426973674
1143,46.99,2017-04-24,46.774688739275064
1144,77.69,2017-04-25,77.6413005892479
1145,27.8,2017-04-26,27.824639727563973
1146,23.47,2017-04-27,23.598741311872722
1147,27.96,2017-04-28,28.042398723547702
1148,99.76,2017-05-01,99.59025276822483
1149,26.33,2017-05-02,26.389746757282577
1150,28.045,2017-05-03,27.97688855754676
1151,68.46,2017-05-04,68.13323132124188
1152,23.17,2017-05-05,23.240573742338782
1153,23.99,2017-05-08,24.014070888783717
1154,46.76,2017-05-09,47.20186438316503
1155,24.78,2017-05-10,24.91962722422726
1156,76.29,2017-05-11,76.49944035579198
1157,27.37,2017-05-12,27.52244826863059
1158,41.42,2017-05-15,41.31654598758399
1159,27.81,2017-05-16,27.801546555020767
1160,23.74,2017-05-17,23.815234537466587
1161,38.0,2017-05-18,37.48067684316325
1162,137.0,2017-05-19,137.05919722397564
1163,25.57,2017-05-22,25.6072452174803
1164,84.56,2017-05-23,83.49557718304311
1165,68.85,2017-05-24,68.63228733999694
1166,45.15,2017-05-25,45.23228550959587
